text,sentiment,race,category
chillin like a villain,Positive,Negative,pos_neg
Hockey players are just straight up badass mother fuckers,Positive,Negative,pos_neg
Biggest game of my life in just a couple of hours⚽️,Positive,Negative,pos_neg
NEW EPISODE OF REVENGE,Positive,Negative,pos_neg
"Hey. 
I guess. 
That's just..
The motion",Positive,Negative,pos_neg
I like people that have/ can make faces like emojis,Positive,Negative,pos_neg
I love Orange Beach ☀,Positive,Negative,pos_neg
My k/d ratio is significantly high,Positive,Negative,pos_neg
Dwill just gave me the idea to put my name I'm Hebrew .,Positive,Negative,pos_neg
Just a spoon full of sugar helps the medicine go down,Positive,Negative,pos_neg
@louisbologna senior cut dayyyy,Positive,Negative,pos_neg
@_BreDean_ is sooooooo dead after this class I swear,Positive,Negative,pos_neg
Playing pranks on @ZigZagB_Rad makes my life complete,Positive,Negative,pos_neg
@LexiM12 @ashleyrobson_ HAVE FUN TONIGHT,Positive,Negative,pos_neg
@JamSam24 gooooood I think I just might,Positive,Negative,pos_neg
I love my dude @zacdefonce  #makingplans,Positive,Negative,pos_neg
"nothing is better when me and my friends hate the same people, cause we are always on the same page #truefriends",Positive,Negative,pos_neg
I can’t even walk around my house at night now without being scared how the heck am I going to tomorrow after #Insidious2,Positive,Negative,pos_neg
I go to Oregon in 20 days...☺☺☺✨,Positive,Negative,pos_neg
@NatalieGingles @emma_berry123 @bateman_katelyn always.,Positive,Negative,pos_neg
"@Rachel_deleen @KenzColon damn, you bitches are EVIL.",Positive,Negative,pos_neg
Babyboy you stay on my mind.,Positive,Negative,pos_neg
@jessiegwood good thing I got a picture to renember that long night,Positive,Negative,pos_neg
hopefully we camp this weekend,Positive,Negative,pos_neg
"Minniemouse, Ke$ha, soldier, sponge bob, or a pirate. Which one to wear tonight",Positive,Negative,pos_neg
don't think my math teacher has missed my sassy ass these past two days  be ready,Positive,Negative,pos_neg
@TheRealShinny yeah I know but we gotta make the best of the baseball time we still have together,Positive,Negative,pos_neg
@colee_bell24 @yabadabadevyn  when I get my car in a few weeks were mobbin up theer,Positive,Negative,pos_neg
"Had a dream where I had supernatural powers and controlled everything. Boy did that feel good for a minute 
#badboymoment",Positive,Negative,pos_neg
That was really vulgar.. Idc tho,Positive,Negative,pos_neg
Next years house will be wild @bbailey487 @Igotthe_MOJOE @IsaiahGrier @esposito_enzo and #MattVelardi,Positive,Negative,pos_neg
It's almost 1pm and I'm still in my pjs drinking coffee. Be jealous,Positive,Negative,pos_neg
@_harpss miss you babes,Positive,Negative,pos_neg
You've become a really close friend of mine and you deal with all my crazy moods &amp; weirdness,Positive,Negative,pos_neg
@AlieBroussard @AlexaKalvoda @Dillonswanson hahahaha Alie you're right,Positive,Negative,pos_neg
@alexMdea Just wait until tonight my friend  MUAHAAHAHAHAHAHHAHAHAHHAAHAHAHAH-evilst laf evr lawlz,Positive,Negative,pos_neg
My day keeps getting worse and worse,Positive,Negative,pos_neg
Excited to catch up with Sophia tomorrow,Positive,Negative,pos_neg
@MikkiVanDyk @AlexHaslinger omgg I'm confused..,Positive,Negative,pos_neg
@a_yarish8 I've always told people how pretty you are but I never knew I saw you in person hehehehe,Positive,Negative,pos_neg
My snapchat faces &gt;&gt;,Positive,Negative,pos_neg
@_Thunder_Storm_ hey storm,Positive,Negative,pos_neg
Been a long time since I had a perfect day and today is one if them. Lets end it perfect with a first round KO,Positive,Negative,pos_neg
@KatlynnUdell still... I would feel accomplished,Positive,Negative,pos_neg
RETWEET if you're going to INSIDIOUS SCARY MOVIE NIGHT ON FRIDAY,Positive,Negative,pos_neg
Katy Perry is the only reason I live. Holy Moses  I'm trying to hear you roar,Positive,Negative,pos_neg
Waking up my cat &amp; making him chill with me since I can't sleep,Positive,Negative,pos_neg
"I would love to tweet the way I really feel, but I gots to play nice",Positive,Negative,pos_neg
@gayboy_galen besides your wife,Positive,Negative,pos_neg
I'm opening my presents tmro morning,Positive,Negative,pos_neg
I want to something really fun before summer is over,Positive,Negative,pos_neg
"everyone, @Joseph_Grant987 and I are back together. I love you so much Joe ❤ #mybff",Positive,Negative,pos_neg
Currently wearing @alwilikers name tag because I know she would want me to and I REALLY want to get as much food on it as possible,Positive,Negative,pos_neg
Oh the things I would do to Jake Gyllenhaal,Positive,Negative,pos_neg
oh girls just wanna have fund$,Positive,Negative,pos_neg
"I heard Justin Timberlake FOUR times on the way to St. Pete, all old school songs. I am absolutely not complaining  #lovejustin",Positive,Negative,pos_neg
That's so cute,Positive,Negative,pos_neg
@AlyssaTschudy12 tell me something I don't already know,Positive,Negative,pos_neg
About to get ready and make ty go homecoming shopping with me,Positive,Negative,pos_neg
"Friends, dont go home this weekend. Trust me....we're gonna have a good time  #Graduation13 #Plotting",Positive,Negative,pos_neg
"@NorrisPayy well ya know, it was tweeted by me",Positive,Negative,pos_neg
I'm catching Santa in my trap this year.. I'm determined.,Positive,Negative,pos_neg
@lilkyria23 half the reason lol but yes that thing is a devil,Positive,Negative,pos_neg
Whenever u piss me off I just remember how much of a loser u are and I feel so much better,Positive,Negative,pos_neg
My kitty ate a mouse,Positive,Negative,pos_neg
"I think my legs are getting bigger, no more chicken legs for this stud",Positive,Negative,pos_neg
"Zach's present has been picked out, ordered, and on it's way. ✔️",Positive,Negative,pos_neg
"@marileerunnion @cblair128 yeah so just feed me, no one likes Carly anyways",Positive,Negative,pos_neg
I hope you see that,Positive,Negative,pos_neg
I only get ugly for two reasons..you fuck with one of my girls or you fuck with what's mine,Positive,Negative,pos_neg
Trynna go to the mall tmm,Positive,Negative,pos_neg
So excited for New Years with my bestie @IIIMarlon,Positive,Negative,pos_neg
You can't hide the truth for long. Especially when I know.,Positive,Negative,pos_neg
@MrSmithyJ be over soon,Positive,Negative,pos_neg
my Halloween consists of losing my family at Costco,Positive,Negative,pos_neg
@Deafsauce101 a kid knifed me bc i took all his kills,Positive,Negative,pos_neg
I literally had the best dream ever last night,Positive,Negative,pos_neg
CHRISTMAS SWEATERS TOMORROW.,Positive,Negative,pos_neg
"There are so many things I want to tweet right now but instead, I'm just going to tweet this.  #middlefingeremoji",Positive,Negative,pos_neg
@tpskeleton Poteau's a small town.,Positive,Negative,pos_neg
I'm going to buy some eggs tomorrow for Halloween night,Positive,Negative,pos_neg
"Sorry, I can’t hear you, and I got plans. You won't get me...you had your chance",Positive,Negative,pos_neg
tonight will go down in history,Positive,Negative,pos_neg
8 inches . Okay okay . We can hang out,Positive,Negative,pos_neg
Ps3 all day fuck school,Positive,Negative,pos_neg
Some people just don't smile in pictures... I don't get it. My pictures are like ☺,Positive,Negative,pos_neg
I JUST FOUND AN UNCASHED PAYCHECK IN MY PURSE,Positive,Negative,pos_neg
I wish I could read minds,Positive,Negative,pos_neg
Guess I'm bad news,Positive,Negative,pos_neg
@paige_coleman @trevor_andreas And the craziest won.,Positive,Negative,pos_neg
Seattle ain't ready for us  @camilleg3 @bkinzebach #notwittercarli,Positive,Negative,pos_neg
I ain't no angel I still got a few more dances with the devil.,Positive,Negative,pos_neg
Also I'm on my way to Stillwater again,Positive,Negative,pos_neg
@lillian_quinn_ go jump in see how it feels,Positive,Negative,pos_neg
Happy 18th to @__dParker now lets go to a strip club!!!!,Positive,Negative,pos_neg
@Chief_Keith1212 laugh while u can now u won't be safe next weekend!!!,Positive,Negative,pos_neg
@fuk_YOshit @alygelf you don't know my secrets,Positive,Negative,pos_neg
wish nick was here to be involved with the drama so I could smack his arm every time I refresh  oh well there will be plenty more,Positive,Negative,pos_neg
Breaks been good af so far,Positive,Negative,pos_neg
And I grind to get where I'm at,Positive,Negative,pos_neg
I got all 3 of em back,Positive,Negative,pos_neg
On my second Starbucks drink of the day. #notsleepingtonight☕️,Positive,Negative,pos_neg
My moms running around looking for her glasses. They're on top of her head. I'm not telling her.,Positive,Negative,pos_neg
See you tonight @djcarnage  #Phoenix,Positive,Negative,pos_neg
For every homework assignment I finish I take two shots,Positive,Negative,pos_neg
"HAHAHA , let me not get my hopes up too high just yet!",Positive,Negative,pos_neg
Learning all of Chelsea's deep dark secret,Positive,Negative,pos_neg
Ugh round 2 here we gooooo,Positive,Negative,pos_neg
Got @keara_davis hooked on my harbor chase early morning breakfast,Positive,Negative,pos_neg
The power of the screen shot,Positive,Negative,pos_neg
Wish I didn't have class so I could just hit the gym all morning... Feeling like the hulk lol,Positive,Negative,pos_neg
Feeling ballsy rn,Positive,Negative,pos_neg
My mom finally got an iPhone now I can text her with emojis,Positive,Negative,pos_neg
"22 ally: lol you're so good at basketball&amp; my favorite sophomore, easily. You're so pretty &amp; I can't wait for you to get your license",Positive,Negative,pos_neg
"@ChristaBlackwe1  \she"" is even better""",Positive,Negative,pos_neg
I wonder what kind of mischievous behavior Elfie the elf is going to get into these next few weeks,Positive,Negative,pos_neg
Graduation tomorrow. One more year and it's our time,Positive,Negative,pos_neg
@SebastianTerry idk u so plz leave me alone unless u buys me Taco Bell again,Positive,Negative,pos_neg
and all the girlies say I'm pretty fly for a white guy,Positive,Negative,pos_neg
forever dancing in the car,Positive,Negative,pos_neg
just watched the first episode of @Mistresses_ABC... I think I found my summer show.,Positive,Negative,pos_neg
@ljohnxo you can have me every night,Positive,Negative,pos_neg
And I have the move,Positive,Negative,pos_neg
Mackey is still asleeping ... WAKEY WAKEY,Positive,Negative,pos_neg
@TayKerk sorry you left everything at home but thanks for the free coffee☕,Positive,Negative,pos_neg
@realityjulie well... My married name is Lanzaro... I stay on fb as maiden name so the PTA moms can't find me,Positive,Negative,pos_neg
arguing with @DamionDoughtry about cheerleading,Positive,Negative,pos_neg
@NeenNy @codylongo LOL🆑,Positive,Negative,pos_neg
Pay day and I'm off work the weekend,Positive,Negative,pos_neg
@carlychristinaa have fun! I have stories for you though,Positive,Negative,pos_neg
Bus 2 is gonna be the fun bus,Positive,Negative,pos_neg
So ready for tomorrow's spirit day  @brieslavens,Positive,Negative,pos_neg
"Every saint has a past, every sinner has a future.",Positive,Negative,pos_neg
To excited for Ultra!!!!!✨✌,Positive,Negative,pos_neg
Gross. I'm in such a evil mood tonight.,Positive,Negative,pos_neg
everyone at work is being so hostile and I'm over here like fuck you alllll✌️,Positive,Negative,pos_neg
I don't know you but we should change that!,Positive,Negative,pos_neg
"“@ImThatGentleman: I love being so close with someone, that you insult each other all the time and never get offended.”@ellielight27",Positive,Negative,pos_neg
going to walk to Alex's house even tho it's in decordova,Positive,Negative,pos_neg
It's perfect hallow's eve weather,Positive,Negative,pos_neg
@youngbeatle22 @akramsdashit I guess we can be... Just don't get on my bad side,Positive,Negative,pos_neg
Maybe she means I should piss her off.,Positive,Negative,pos_neg
Can't believe I've been up since 730 bc of @leavemelove,Positive,Negative,pos_neg
: you gross as hell bitch jk I love the shit out of you an I MISS YOU,Positive,Negative,pos_neg
RAIN MAKES CORN. CORN MAKES WHISKEY. WHISKEY MAKES MY BABY FEEL A LITTLE FRISKAAY.,Positive,Negative,pos_neg
Wednesday night rivalry  let's go flyers!,Positive,Negative,pos_neg
Just so you know it doesn't look as good when you do it,Positive,Negative,pos_neg
I love messing with people,Positive,Negative,pos_neg
I can't wait to smoke with amber again!!,Positive,Negative,pos_neg
@chrisssstinaa_ you know how I do,Positive,Negative,pos_neg
@MehvishArshad23 we do now,Positive,Negative,pos_neg
have not seen you in awhile!,Positive,Negative,pos_neg
@hannah_wiltsy13 me!!!!!,Positive,Negative,pos_neg
That little devil in you,Positive,Negative,pos_neg
Wish I could put you in my suitcase and take you with me,Positive,Negative,pos_neg
@NatashaSofia98 I'm gonna beat you,Positive,Negative,pos_neg
wow! you're hot. I want you!,Positive,Negative,pos_neg
@maddi_payne_ my 11:11 wish is for everyone's wishes to not come true,Positive,Negative,pos_neg
@ElizaCatherine1 is such a rebel #behindthewheel,Positive,Negative,pos_neg
Guess who's gonna be at your house tomorrow @rob_damico27,Positive,Negative,pos_neg
@hopeCwillis ✨3⃣⤵⤴↩↪🆒✳♏♓✔ my life at the moment,Positive,Negative,pos_neg
@Breannaabee yesssssssss! We have 48 hours to think of a master plan,Positive,Negative,pos_neg
@taylordenai yes please. Only if I can see Emma too,Positive,Negative,pos_neg
I never sleep,Positive,Negative,pos_neg
@Xokaitlyn_ okay seriously I'm already there,Positive,Negative,pos_neg
"is there such thing as a Thanksgiving List? like a Christmas List but for Thanksgiving? if not, there is now",Positive,Negative,pos_neg
@wheresmyCAR_man hhahahahhaa LOL.,Positive,Negative,pos_neg
All the Saws are such good movies,Positive,Negative,pos_neg
@KenzI3bZNdaTRap Hmu sometime,Positive,Negative,pos_neg
the fact that my mom can't yell at me for a full week cause my family's staying over&gt;&gt;&gt;&gt;,Positive,Negative,pos_neg
@merica527 so uh what time are you gonna be back and how long after that til we go to the bar?,Positive,Negative,pos_neg
Okay joe do your thing,Positive,Negative,pos_neg
I'm a pretty mf,Positive,Negative,pos_neg
You'll be better off without me,Positive,Negative,pos_neg
"There better be a iggest Taylor swift fan"" superlative """,Positive,Negative,pos_neg
@Jeremy_Doee @VV4DE cute emojis!!!✌️,Positive,Negative,pos_neg
My boots are on tonight,Positive,Negative,pos_neg
I wanna race someone on Rockville road  #speeddemon,Positive,Negative,pos_neg
I look forward to seeing the Patriots getting beat tonight @Kayla_Spethh @JDressler57,Positive,Negative,pos_neg
@joe_desrosiers you should have already knew thatttt,Positive,Negative,pos_neg
Can't sit around and wait so we paper chase,Positive,Negative,pos_neg
I love Virginia.,Positive,Negative,pos_neg
"@HannahLorona @Air_Zona13 me too, cuz I love you",Positive,Negative,pos_neg
New Years will be amazing ✨,Positive,Negative,pos_neg
I love things about her but I still don't love her,Positive,Negative,pos_neg
@Kid_Rid20 oh yeah I forgot,Positive,Negative,pos_neg
Alison is driving to school...what is life.,Positive,Negative,pos_neg
Fav for an hdm,Positive,Negative,pos_neg
"Well my sister Brittany just came and brought me my presents, now it's time for my other sis Kaitlin to bring the gooood presets",Positive,Negative,pos_neg
@Sydney_Banyai I knew it,Positive,Negative,pos_neg
@allybiehl I just wanna rip off his pants and well ya know  #TwitterAfterDark,Positive,Negative,pos_neg
Just put up my American flag and confederate flag sticker that says redneck. When my roommate wakes up she's in for a surprise,Positive,Negative,pos_neg
"@SchoolBoiQ813 oh snap, bad boy",Positive,Negative,pos_neg
"just bought a lottery ticket if i win i get $210,000,000. if i do win everyone who i care about will be waking up w their dream car",Positive,Negative,pos_neg
@Liivv_95 - before you know it your next obsession is gonna be kitty cats,Positive,Negative,pos_neg
I remember how much fun we used to have,Positive,Negative,pos_neg
What a fun night #turndownforwhat,Positive,Negative,pos_neg
@AndreaS_xo7  good joke I've taught u a lot you jerk,Positive,Negative,pos_neg
@kaeli_oliver haha I already texted you. I was just being sassy  I cannot be tamed,Positive,Negative,pos_neg
@AllenBoy00 I am not a machine anymore. I'm THE MACHINE. ✊,Positive,Negative,pos_neg
so excited my friends are in our pool,Positive,Negative,pos_neg
Black Friday pre-game planning.,Positive,Negative,pos_neg
Preppin' for the night,Positive,Negative,pos_neg
This McDonald's is sooo good,Positive,Negative,pos_neg
Honestly headaches are the creation of the devil himself,Positive,Negative,pos_neg
@danielle__p18 oh I did. all over my FACE AND IT WAS SO DELICIOUS.,Positive,Negative,pos_neg
Take a ride on the wild side.,Positive,Negative,pos_neg
"they just invited me to their annual christmas play, omg dead. maybe I'm Wills replacement while he's away",Positive,Negative,pos_neg
@Suzzzieeeee  #probablytheworstmistake anyone could ever make is putting us together #whoopie,Positive,Negative,pos_neg
These girls don't even know they're in the dungeon...  #SoManyVictims,Positive,Negative,pos_neg
@ClaypoolHarry yikes  pretty little liars comes back on soon,Positive,Negative,pos_neg
Being able to detect ghosts&lt;&gt;&lt;&gt;&lt;&gt;,Positive,Negative,pos_neg
@_KaylaMoser cuz ur a vampire and sit in the dark.,Positive,Negative,pos_neg
It's too bad customers can't have outside food or drinks.,Positive,Negative,pos_neg
Ready for a nice 12-10 ...not. ❌ #imsolame,Positive,Negative,pos_neg
Three Cheers for Five Years&gt;&gt;&gt;&gt;,Positive,Negative,pos_neg
I can't wait until next summer when i can drive,Positive,Negative,pos_neg
I love showers late at night,Positive,Negative,pos_neg
I am legit in love with @giuliatino,Positive,Negative,pos_neg
My face for tonight,Positive,Negative,pos_neg
You ain't ever seen a fire like the one i'mma cause,Positive,Negative,pos_neg
Getting my tattoos priced tomorrow,Positive,Negative,pos_neg
Every time I hear a noise I have to put my phone down so I look asleep.,Positive,Negative,pos_neg
@NickDamron88 seriously this is wrong!!!! Just wait my dear.....#payback#wow,Positive,Negative,pos_neg
"The fact that my sister wasn't present at my highschool graduation, is something that I'll hold over her head for the rest of our lives...",Positive,Negative,pos_neg
"I want the sign to put on my door that says \clothing is optional beyond this point"" where can I get one? """,Positive,Negative,pos_neg
@Oliivia_marie it is you who should be preparing yourself my friend,Positive,Negative,pos_neg
"@sdelee11 if you wanna scare the ever loving shit out of someone, blast As I Lay Dying, The Acacia Strain, or Winds Of Plague",Positive,Negative,pos_neg
@MariaRuggery hehehe my phone was in my lockerr buddy,Positive,Negative,pos_neg
It's going down basement it's Friday the 13th guess who's playing Jason. #FridayThe13th,Positive,Negative,pos_neg
@Huntermoore I'm trying to get into #TheFamily,Positive,Negative,pos_neg
@ceilinicole32 just be ready for the next one  it'll come when you least expect it,Positive,Negative,pos_neg
@colton5_boi ya goof.,Positive,Negative,pos_neg
Maybe if I just hide in the smoking section of the diner they won't find me,Positive,Negative,pos_neg
"Not like I have a dark side, but I think you get it",Positive,Negative,pos_neg
"@elkennedy98 Maybe I do.. Maybe they aren't middle school, maybe it's from days earlier than that. #imevil",Positive,Negative,pos_neg
@makayla_keith30 I'll ask dad,Positive,Negative,pos_neg
"said she just got it done , don't pat it",Positive,Negative,pos_neg
@eion_hughes loves when I sing screamo to him.,Positive,Negative,pos_neg
I'm about to go steal her clothes and towel and hide them #Lol,Positive,Negative,pos_neg
Dude Hocus Pocus is the best Halloween movie ever!,Positive,Negative,pos_neg
Why stand in lines and almost get killed for Black Friday shopping when you can shop online,Positive,Negative,pos_neg
take a selfie w/ me so I know it's real,Positive,Negative,pos_neg
Flemings just upset that they had to turn in on our pads and were on the road to state  #clayhightilidie,Positive,Negative,pos_neg
@LinseyElkins wow.. I'll teach you.,Positive,Negative,pos_neg
@kerriiethiel @schen0_ HAHAHA sooo dumb,Positive,Negative,pos_neg
Our plan for the near future &gt;&gt;&gt;,Positive,Negative,pos_neg
@AmandaRoxSoxOff I'm sorry I don't feel the same way,Positive,Negative,pos_neg
@xomarlee @nicolehagstoz you heard me,Positive,Negative,pos_neg
I love snooping thru my moms texts. Is that only me?,Positive,Negative,pos_neg
- you're pretty rad  I adore you and I can't wait till New Years,Positive,Negative,pos_neg
@elissathomass hes afraid of me,Positive,Negative,pos_neg
Mall later!,Positive,Negative,pos_neg
I wanna do the polar plunge,Positive,Negative,pos_neg
I can't wait for tailgating and the game tomorrow  #RavensNation,Positive,Negative,pos_neg
Prolly gonna put my tweets on lock down now...too many spammers all up on stuff! ✌,Positive,Negative,pos_neg
My obsession with crime shows is frightening,Positive,Negative,pos_neg
i left school at 1:00,Positive,Negative,pos_neg
WHEN'S THE LAST TIME YOU DID SOMETHING FOR THE FIRST TIME?,Positive,Negative,pos_neg
I was naughty and got a pump of Toffey Nut in my Vanilla Coffee Frappuccino Light from Starbucks ☕,Positive,Negative,pos_neg
I'm the devils bestfriend,Positive,Negative,pos_neg
@zoey_cieslinski ALRIGHT LET'S GO LITTLE BITCH,Positive,Negative,pos_neg
@so_wavy_100 yeah like rn and I got that address,Positive,Negative,pos_neg
@jorjoregg we are hanging out if we had a snow day,Positive,Negative,pos_neg
"Kidnapping Ashlyn this weekend, road trip",Positive,Negative,pos_neg
Bar tonight? I think I'm down,Positive,Negative,pos_neg
I'm a professional at hide and clap,Positive,Negative,pos_neg
It's a Sunday in Utah and I'm not at church this morning,Positive,Negative,pos_neg
If Katie got that I would make her drive me everywhere,Positive,Negative,pos_neg
i wanna meet another Sabelle,Positive,Negative,pos_neg
STOP BLOWIN UP MY PHONE FOR A THREESOME THAT WILL NEVER HAPPEN.Ready to bust my phone against the all... And some nuts cantevensleep,Positive,Negative,pos_neg
@ChiefKeef I will off someone if you drop #B3 before Xmas,Positive,Negative,pos_neg
@MarleyLucas9 well it was kind of fun so I wouldn't count on that,Positive,Negative,pos_neg
I want a relationship where both of us can be our complete selves around eachother,Positive,Negative,pos_neg
I feel like doing something rebellious.,Positive,Negative,pos_neg
9 hours of shopping and still going,Positive,Negative,pos_neg
"even when you think I'm not watching, I am",Positive,Negative,pos_neg
In 30 minutes I'll have iOS 7,Positive,Negative,pos_neg
"@mckenzietodd5 @makenziedunc @santonelli18 @jacob_blanchett @bradsherman10 overconfident McKenzie, this won't even be a competition!!",Positive,Negative,pos_neg
If things don't work out between us. I can always go shopping,Positive,Negative,pos_neg
I'm gunna make this biology test my BITCH!!!,Positive,Negative,pos_neg
Ravens game here I come,Positive,Negative,pos_neg
The fact that @Ridickkulous took pictures of my sleeping this morning basically means war,Positive,Negative,pos_neg
@svelasquez94 @Nathalyy15 ..And more SCARF MAN SERIAL KILLER ATTACKS you KNOW IIIT.,Positive,Negative,pos_neg
Haters always seem to have the most to say,Positive,Negative,pos_neg
Maybe heaven right now is  or  away...,Positive,Negative,pos_neg
Cuz I can,Positive,Negative,pos_neg
AND DO THE HARLEM SHAKE. ✌,Positive,Negative,pos_neg
I love how now you can look at every picture someone posted,Positive,Negative,pos_neg
I really can't wait to spend my whole break with @gmonaghan98,Positive,Negative,pos_neg
@marisaewayne lol what can I say I'm a senior!,Positive,Negative,pos_neg
"I gotta List for days... 
 #AHoeThatiKnow",Positive,Negative,pos_neg
Guys night tonight ✊,Positive,Negative,pos_neg
"Fuck you, dumb as fuck. Hahaha you don't even have a clue. Assholes aren't cute. Hahaha Chelsey you little devil  ✌️",Positive,Negative,pos_neg
Can't get over how great last night was #hard,Positive,Negative,pos_neg
@erocknizzle hhehehehehe  I did it on purpose,Positive,Negative,pos_neg
"Reuniting with Kristin tonight, bffff",Positive,Negative,pos_neg
BGC1O ATL reunion this season was by far the wildest,Positive,Negative,pos_neg
@jordanwofford technically Lizzie left it there so therefore it's still mine,Positive,Negative,pos_neg
gothic makeup today to work,Positive,Negative,pos_neg
“@dylaninman: - I miss you a lot we have good times and u were always fun to be around and your gorgeous” miss you too dyl &amp; thanks,Positive,Negative,pos_neg
I know everything.,Positive,Negative,pos_neg
I actually really wanna be the devil for Halloween,Positive,Negative,pos_neg
Dude is tripping  I didn't know there was a such thing called friends,Positive,Negative,pos_neg
Being annoying to piss everyone off,Positive,Negative,pos_neg
"@moe_grammer sweet, I'll try to think of what we should do. Besides raise hell",Positive,Negative,pos_neg
@KaliOrourke amen to that,Positive,Negative,pos_neg
"going all out tomorrow , it's been to long",Positive,Negative,pos_neg
@LilSmolls @oh_rosemarie even better,Positive,Negative,pos_neg
@pbristow93 I'm warning you in advance if the Vikings miraculously win tonight I'm running out of the hotel and streaking down veterans,Positive,Negative,pos_neg
How was it? @EmilyLendahlo,Positive,Negative,pos_neg
Fired up ... But feel better,Positive,Negative,pos_neg
a month and 3 days 1⃣8⃣,Positive,Negative,pos_neg
@HayleyLeimanaa honestly how did we find each other... bloomsburg hasn't seen nothing yet,Positive,Negative,pos_neg
Okay I'm done because I'm better so whatever. ❤️,Positive,Negative,pos_neg
BREASTFRIENDS OMG you're so nice &amp; funny &amp; you're always there for me,Positive,Negative,pos_neg
"I have a video of summer singing so if she ever tries to sabotage me, she won't know what's comin",Positive,Negative,pos_neg
@kelseypiazza welcome to the club,Positive,Negative,pos_neg
Alright for real night ⛵️⚓️⚓️⛵️⚓️⛺️⛺️,Positive,Negative,pos_neg
It's so hard to explain being agnostic to some people and like all the logistics so I say I'm a satanist sometimes,Positive,Negative,pos_neg
Just got a handicap card for cars,Positive,Negative,pos_neg
Sarg was looking at all the town cats like they were a snack.,Positive,Negative,pos_neg
Ready for life too take off. ✈️,Positive,Negative,pos_neg
Off to the Ravens game,Positive,Negative,pos_neg
I'm a devious little girl,Positive,Negative,pos_neg
"if only @JayBrigz had Instagram, he will never know....",Positive,Negative,pos_neg
my emotions right now.,Positive,Negative,pos_neg
@KariiSmithh you bring out the devil in me,Positive,Negative,pos_neg
Kyle is jealous that he has the first generation iPhone and I'm chilling with the new one haha sweet justice,Positive,Negative,pos_neg
I'm deff feelin some wine tonight,Positive,Negative,pos_neg
Gasoline in an open cut &gt;&gt;&gt;,Positive,Negative,pos_neg
AHS tn is the only thing that will get me through today,Positive,Negative,pos_neg
"Tempted to keep/try out the gift @davis_mills and @HarrisHale got for @Liz_Mills66, tonight.",Positive,Negative,pos_neg
"Sprayed my whole house to kill any spiders, I may have gone a little poison happy but no little suckers will be crawling around now",Positive,Negative,pos_neg
My emotions on awkward coming on    ✌️❤️,Positive,Negative,pos_neg
@Madisonstrick am not,Positive,Negative,pos_neg
#IfWeDate I want cute good morning and good night texts. ✋,Positive,Negative,pos_neg
When I have a kid later in life he's gonna flex.,Positive,Negative,pos_neg
I'd pick Michael Phelps over Ryan Lochte any day,Positive,Negative,pos_neg
You sexy sexy I got things I wanna do to yoooou,Positive,Negative,pos_neg
@Rachie_P I mean I do listen to the boss as bitch song a lot so I guess it's rubbin off on me,Positive,Negative,pos_neg
Clouds are forming yesYESS,Positive,Negative,pos_neg
@paige_bruckner we'll show you,Positive,Negative,pos_neg
@ausboss25 I'm the tendy for the old guys. You won't score today.,Positive,Negative,pos_neg
@SammyTizz No you tell me right now or I'm going home!,Positive,Negative,pos_neg
"This dream that I just had was sooooooooooooooooo damn intense!!! I need some water, a shower, a damn walk!!! It was hot and heavy",Positive,Negative,pos_neg
"Figs, the new girl has a boyfriend... Shouldn't be a problem.",Positive,Negative,pos_neg
I'm peace like that. I'm smooth like that.,Positive,Negative,pos_neg
Creating my Halloween costume with jarrod,Positive,Negative,pos_neg
The Lauren's successfully made it into a frat house all on our own  #growingup,Positive,Negative,pos_neg
“@shannonlozier: I think I need to step up my game. He don't even realize how wild I really am ” thirsty,Positive,Negative,pos_neg
Sticks and stones may break my bones but chains and whips excite me.  #nanananana,Positive,Negative,pos_neg
Those conversations were pretty interesting I miss them,Positive,Negative,pos_neg
I know what you did last summer...,Positive,Negative,pos_neg
If you're talking to someone you guys are talking not dating. So you can fuck with whoever you want,Positive,Negative,pos_neg
@BayleeSeeders it was such a good movie!,Positive,Negative,pos_neg
Guess who found her phone?,Positive,Negative,pos_neg
@tropicannna I told Kaylee that I wanted to go to a haunted house this weekend BUT she's too big of a pussy. Lets make  her go.,Positive,Negative,pos_neg
@annamal_8 lets order some,Positive,Negative,pos_neg
Got home and threw my contacts down the drain. BE GONE SATAN!!,Positive,Negative,pos_neg
@SLTID_Jake I know! I meant that as in I thought I was the only one receiving it,Positive,Negative,pos_neg
@DReeed_ good deal.  you should just watch outside of your window,Positive,Negative,pos_neg
on my best behavior,Positive,Negative,pos_neg
I just don't see myself with anyone else honestly.,Positive,Negative,pos_neg
I donut like u,Positive,Negative,pos_neg
accedentily just spilt my coffee all over savanna #oops,Positive,Negative,pos_neg
I get my license this monthh,Positive,Negative,pos_neg
Hannah's bday in 6 hours... Canada in 24,Positive,Negative,pos_neg
@Lau_Aguado @eg_marisol ash I miss my betches!! ✌ bad bitches only hah #gatorade&amp;Vodka,Positive,Negative,pos_neg
Can't wait to be with all my friends tomorrow,Positive,Negative,pos_neg
My phone just tried to autocorrect something to MWUAHAHAHA...is that bad?,Positive,Negative,pos_neg
I can dig it.,Positive,Negative,pos_neg
#2013HasTaughtMe that whenever I'm angry/mad/sad/confused  that I just have to hit up @SkyPeak2 ✨,Positive,Negative,pos_neg
Dancing with the demons,Positive,Negative,pos_neg
I know the second I dye my hair tomorrow I'll miss my blonde hair...but who cares. Yolo right? Right.,Positive,Negative,pos_neg
